snapshot_month,account_id,client_id,advisor_id,beginning_assets,net_flows,market_change,ending_assets
2024-02-01,83,59,17,110658.76,2833.93,-417.22,113075.47
2024-03-01,83,59,17,113075.47,472.69,4556.46,118104.62
2024-04-01,83,59,17,118104.62,2441.81,-729.83,119816.60
2024-05-01,83,59,17,119816.60,966.05,5113.21,125895.87
2024-06-01,83,59,17,125895.87,-1719.51,-2319.42,121856.94
2024-07-01,83,59,17,121856.94,2845.22,-3424.75,121277.41
2024-08-01,83,59,17,121277.41,1067.52,-2563.41,119781.52
2024-09-01,83,59,17,119781.52,-1683.89,524.03,118621.66
2024-10-01,83,59,17,118621.66,3623.15,4797.58,127042.39
2024-11-01,83,59,17,127042.39,1214.62,-2060.94,126196.07
2024-12-01,83,59,17,126196.07,1763.99,5671.36,133631.42
2025-01-01,83,59,17,133631.42,15.38,-1888.93,131757.87
2025-02-01,83,59,17,131757.87,2949.39,-2769.92,131937.34
2025-03-01,83,59,17,131937.34,4639.22,696.41,137272.97
2025-04-01,83,59,17,137272.97,4320.95,-1095.61,140498.31
2025-05-01,83,59,17,140498.31,-2391.58,-2369.47,135737.26
2025-06-01,83,59,17,135737.26,1946.30,530.63,138214.18
2025-07-01,83,59,17,138214.18,6158.33,3841.09,148213.60
2025-08-01,83,59,17,148213.60,4276.88,3943.61,156434.08
2025-09-01,83,59,17,156434.08,2188.76,5741.98,164364.82
2025-10-01,83,59,17,164364.82,5709.80,5735.62,175810.23
2025-11-01,83,59,17,175810.23,3041.56,-4688.62,174163.18
2025-12-01,83,59,17,174163.18,-3739.36,7088.69,177512.50
2025-07-01,84,60,24,120991.77,254.86,4479.06,125725.69
2025-08-01,84,60,24,125725.69,-159.69,-3939.54,121626.46
2025-09-01,84,60,24,121626.46,2667.40,54.45,124348.31
2025-10-01,84,60,24,124348.31,-694.33,-3471.51,120182.47
2025-11-01,84,60,24,120182.47,-1611.28,-3967.91,114603.29
2025-12-01,84,60,24,114603.29,2189.80,3063.07,119856.16
2025-07-01,85,60,24,117413.11,2356.95,-3309.62,116460.44
2025-08-01,85,60,24,116460.44,4875.24,972.07,122307.74
2025-09-01,85,60,24,122307.74,3428.66,5085.97,130822.38
2025-10-01,85,60,24,130822.38,1507.44,3276.41,135606.22
2025-11-01,85,60,24,135606.22,1381.11,-4543.74,132443.59
2025-12-01,85,60,24,132443.59,2791.62,999.78,136235.00
2024-05-01,86,61,10,2734408.35,-30112.87,-82428.86,2621866.62
2024-06-01,86,61,10,2621866.62,-38452.15,-26055.18,2557359.30
2024-07-01,86,61,10,2557359.30,108274.63,-76203.53,2589430.39
2024-08-01,86,61,10,2589430.39,-20903.16,99768.84,2668296.07
2024-09-01,86,61,10,2668296.07,37180.81,-29037.24,2676439.64
2024-10-01,86,61,10,2676439.64,71816.81,-79588.69,2668667.76
2024-11-01,86,61,10,2668667.76,81206.26,25994.54,2775868.56
2024-12-01,86,61,10,2775868.56,10115.75,-12445.78,2773538.53
2025-01-01,86,61,10,2773538.53,-28544.93,69774.10,2814767.70
2025-02-01,86,61,10,2814767.70,-1920.13,36496.47,2849344.04
2025-03-01,86,61,10,2849344.04,83145.80,-97309.31,2835180.54
2025-04-01,86,61,10,2835180.54,27995.71,81123.51,2944299.77
2025-05-01,86,61,10,2944299.77,131303.03,42805.54,3118408.33
2025-06-01,86,61,10,3118408.33,21121.46,124757.50,3264287.29
2025-07-01,86,61,10,3264287.29,123406.51,4328.91,3392022.71
2025-08-01,86,61,10,3392022.71,20262.44,-66488.71,3345796.43
2025-09-01,86,61,10,3345796.43,-32828.03,42203.90,3355172.30
2025-10-01,86,61,10,3355172.30,-41174.30,94459.22,3408457.23
2025-11-01,86,61,10,3408457.23,-11748.89,37005.52,3433713.86
2025-12-01,86,61,10,3433713.86,94823.59,-49778.93,3478758.52
2024-09-01,87,62,21,197550.83,-2530.57,7078.36,202098.62
2024-10-01,87,62,21,202098.62,5116.85,-1579.32,205636.14
2024-11-01,87,62,21,205636.14,2840.93,-4260.10,204216.98
2024-12-01,87,62,21,204216.98,-4798.19,6622.86,206041.65
2025-01-01,87,62,21,206041.65,7983.17,-6865.41,207159.41
2025-02-01,87,62,21,207159.41,4644.86,-970.79,210833.48
2025-03-01,87,62,21,210833.48,6350.09,-5507.49,211676.08
2025-04-01,87,62,21,211676.08,8578.81,-2242.54,218012.34
2025-05-01,87,62,21,218012.34,-1785.41,6487.83,222714.77
2025-06-01,87,62,21,222714.77,4735.72,8973.83,236424.32
2025-07-01,87,62,21,236424.32,10260.14,10595.50,257279.95
2025-08-01,87,62,21,257279.95,9446.41,9074.53,275800.89
2025-09-01,87,62,21,275800.89,-5632.84,-6466.27,263701.78
2025-10-01,87,62,21,263701.78,10466.56,7539.72,281708.06
2025-11-01,87,62,21,281708.06,-3262.83,-1336.52,277108.71
2025-12-01,87,62,21,277108.71,331.94,3592.42,281033.07
2024-10-01,88,62,21,200510.18,5697.65,2403.33,208611.16
2024-11-01,88,62,21,208611.16,7261.85,-2391.81,213481.21
2024-12-01,88,62,21,213481.21,-3116.89,-3250.52,207113.79
2025-01-01,88,62,21,207113.79,3948.03,-2608.42,208453.40
2025-02-01,88,62,21,208453.40,-3366.09,1180.17,206267.49
2025-03-01,88,62,21,206267.49,3276.71,849.67,210393.87
2025-04-01,88,62,21,210393.87,5451.49,5843.31,221688.68
2025-05-01,88,62,21,221688.68,6732.64,3145.97,231567.29
2025-06-01,88,62,21,231567.29,-3075.13,-914.86,227577.30
2025-07-01,88,62,21,227577.30,8367.91,5710.12,241655.33
2025-08-01,88,62,21,241655.33,289.65,1573.51,243518.50
2025-09-01,88,62,21,243518.50,-3036.70,5357.15,245838.95
2025-10-01,88,62,21,245838.95,2896.79,900.70,249636.44
2025-11-01,88,62,21,249636.44,10460.42,724.11,260820.97
2025-12-01,88,62,21,260820.97,4090.47,4185.77,269097.21
2025-12-01,89,63,19,79969.15,58.04,384.13,80411.32
2025-08-01,90,64,3,93900.03,223.24,4147.34,98270.60
2025-09-01,90,64,3,98270.60,-1568.43,-150.05,96552.11
2025-10-01,90,64,3,96552.11,2608.84,-374.68,98786.27
2025-11-01,90,64,3,98786.27,3778.69,-1825.73,100739.23
2025-12-01,90,64,3,100739.23,3619.71,-1029.50,103329.44
2024-11-01,91,65,22,68597.88,1550.12,-2054.25,68093.75
2024-12-01,91,65,22,68093.75,2867.58,-1857.04,69104.29
2025-01-01,91,65,22,69104.29,2313.40,1252.77,72670.46
2025-02-01,91,65,22,72670.46,1866.24,-2287.59,72249.11
2025-03-01,91,65,22,72249.11,785.71,2185.53,75220.35
2025-04-01,91,65,22,75220.35,-181.46,1139.06,76177.94
2025-05-01,91,65,22,76177.94,1426.59,3027.78,80632.32
2025-06-01,91,65,22,80632.32,214.04,-62.05,80784.30
2025-07-01,91,65,22,80784.30,-705.36,-2143.14,77935.80
2025-08-01,91,65,22,77935.80,-184.26,-2634.26,75117.27
2025-09-01,91,65,22,75117.27,1560.90,-2557.10,74121.07
2025-10-01,91,65,22,74121.07,-749.09,-1289.14,72082.85
2025-11-01,91,65,22,72082.85,1517.87,-917.14,72683.58
2025-12-01,91,65,22,72683.58,1357.27,-2288.43,71752.41
2024-09-01,92,66,24,2042451.20,50372.64,-46519.08,2046304.75
2024-10-01,92,66,24,2046304.75,69298.88,-29500.88,2086102.75
2024-11-01,92,66,24,2086102.75,32241.94,2687.42,2121032.11
2024-12-01,92,66,24,2121032.11,19641.36,28595.82,2169269.28
2025-01-01,92,66,24,2169269.28,-25953.62,-52208.87,2091106.79
2025-02-01,92,66,24,2091106.79,33140.06,-47305.11,2076941.73
2025-03-01,92,66,24,2076941.73,-7739.09,-70560.48,1998642.17
2025-04-01,92,66,24,1998642.17,36073.47,46023.99,2080739.63
2025-05-01,92,66,24,2080739.63,36208.53,81263.88,2198212.04
2025-06-01,92,66,24,2198212.04,107316.60,93730.47,2399259.11
2025-07-01,92,66,24,2399259.11,21881.59,9990.73,2431131.42
2025-08-01,92,66,24,2431131.42,67763.92,29330.92,2528226.27
2025-09-01,92,66,24,2528226.27,29365.68,-80634.86,2476957.08
2025-10-01,92,66,24,2476957.08,117685.75,-10437.70,2584205.13
2025-11-01,92,66,24,2584205.13,58383.92,-50293.14,2592295.91
2025-12-01,92,66,24,2592295.91,35101.91,-37793.93,2589603.89
2025-03-01,93,67,24,35911.78,-245.83,1335.27,37001.21
2025-04-01,93,67,24,37001.21,133.78,560.46,37695.45
2025-05-01,93,67,24,37695.45,705.26,1299.32,39700.03
2025-06-01,93,67,24,39700.03,-530.84,-458.53,38710.66
2025-07-01,93,67,24,38710.66,55.78,-497.78,38268.67
2025-08-01,93,67,24,38268.67,-40.16,453.55,38682.06
2025-09-01,93,67,24,38682.06,326.97,728.17,39737.19
2025-10-01,93,67,24,39737.19,-713.02,-1196.70,37827.47
2025-11-01,93,67,24,37827.47,1045.02,-1302.09,37570.40
2025-12-01,93,67,24,37570.40,592.53,1653.45,39816.38
2025-03-01,94,67,24,30511.38,39.56,201.56,30752.50
2025-04-01,94,67,24,30752.50,1302.19,-422.33,31632.35
2025-05-01,94,67,24,31632.35,285.16,808.30,32725.81
2025-06-01,94,67,24,32725.81,566.35,-264.29,33027.87
2025-07-01,94,67,24,33027.87,750.73,-249.49,33529.12
2025-08-01,94,67,24,33529.12,-98.39,-530.84,32899.89
2025-09-01,94,67,24,32899.89,9.37,-102.72,32806.54
2025-10-01,94,67,24,32806.54,582.53,1411.48,34800.55
2025-11-01,94,67,24,34800.55,1256.84,1026.67,37084.06
2025-12-01,94,67,24,37084.06,-919.09,1284.72,37449.68
2024-07-01,95,68,24,174893.01,7709.46,5870.81,188473.28
2024-08-01,95,68,24,188473.28,7230.63,4474.77,200178.68
2024-09-01,95,68,24,200178.68,-886.71,-3882.23,195409.73
2024-10-01,95,68,24,195409.73,-2926.98,1290.56,193773.31
2024-11-01,95,68,24,193773.31,2912.89,6499.97,203186.17
2024-12-01,95,68,24,203186.17,2097.81,-5033.14,200250.84
2025-01-01,95,68,24,200250.84,6163.21,-2181.16,204232.89
2025-02-01,95,68,24,204232.89,4516.48,1817.62,210566.98
2025-03-01,95,68,24,210566.98,7629.90,-4538.93,213657.95
2025-04-01,95,68,24,213657.95,1333.24,-5500.78,209490.41
2025-05-01,95,68,24,209490.41,4479.94,-3294.84,210675.51
2025-06-01,95,68,24,210675.51,-2145.76,5321.71,213851.46
2025-07-01,95,68,24,213851.46,4529.84,-5954.79,212426.50
2025-08-01,95,68,24,212426.50,1156.14,4728.87,218311.52
2025-09-01,95,68,24,218311.52,-3009.10,8583.44,223885.85
2025-10-01,95,68,24,223885.85,8549.17,5889.25,238324.27
2025-11-01,95,68,24,238324.27,-2281.64,-3429.42,232613.21
2025-12-01,95,68,24,232613.21,1940.26,8560.37,243113.85
2024-07-01,96,68,24,187632.79,-3502.93,3816.97,187946.83
2024-08-01,96,68,24,187946.83,6772.82,7431.87,202151.52
2024-09-01,96,68,24,202151.52,5790.35,2638.96,210580.83
2024-10-01,96,68,24,210580.83,4228.26,-1019.04,213790.05
2024-11-01,96,68,24,213790.05,5392.00,5105.35,224287.40
2024-12-01,96,68,24,224287.40,384.77,3671.18,228343.35
2025-01-01,96,68,24,228343.35,3272.84,7647.51,239263.70
2025-02-01,96,68,24,239263.70,7558.66,-4095.22,242727.14
2025-03-01,96,68,24,242727.14,-4102.50,-6792.86,231831.78
2025-04-01,96,68,24,231831.78,-4349.22,5621.11,233103.67
2025-05-01,96,68,24,233103.67,9465.12,5727.22,248296.01
2025-06-01,96,68,24,248296.01,-4189.39,-1385.75,242720.87
2025-07-01,96,68,24,242720.87,8430.45,10030.56,261181.88
2025-08-01,96,68,24,261181.88,4018.07,-9106.29,256093.65
2025-09-01,96,68,24,256093.65,-5292.96,2009.89,252810.58
2025-10-01,96,68,24,252810.58,8670.97,10968.94,272450.49
2025-11-01,96,68,24,272450.49,-715.18,-1579.69,270155.62
2025-12-01,96,68,24,270155.62,6092.32,7760.28,284008.22
2025-10-01,97,69,22,355394.59,-7421.75,10596.73,358569.58
2025-11-01,97,69,22,358569.58,-5131.43,8010.91,361449.06
2025-12-01,97,69,22,361449.06,12421.16,14369.27,388239.49
2024-12-01,98,70,23,45255.55,-562.33,-1393.97,43299.24
2025-01-01,98,70,23,43299.24,1888.69,736.43,45924.36
2025-02-01,98,70,23,45924.36,759.47,1955.37,48639.20
2025-03-01,98,70,23,48639.20,918.70,-130.38,49427.53
2025-04-01,98,70,23,49427.53,-1118.08,-777.57,47531.88
2025-05-01,98,70,23,47531.88,437.47,952.48,48921.83
2025-06-01,98,70,23,48921.83,2045.86,842.62,51810.31
2025-07-01,98,70,23,51810.31,66.11,1054.01,52930.42
2025-08-01,98,70,23,52930.42,1623.52,935.89,55489.84
2025-09-01,98,70,23,55489.84,1633.68,1897.29,59020.81
2025-10-01,98,70,23,59020.81,1211.21,-766.25,59465.77
2025-11-01,98,70,23,59465.77,1232.35,-333.85,60364.27
2025-12-01,98,70,23,60364.27,-1002.05,-1713.68,57648.54
2024-12-01,99,70,23,49311.84,-1153.31,534.47,48693.00
2025-01-01,99,70,23,48693.00,734.49,-637.98,48789.52
2025-02-01,99,70,23,48789.52,1325.86,1392.82,51508.20
2025-03-01,99,70,23,51508.20,-634.75,192.40,51065.85
2025-04-01,99,70,23,51065.85,1027.54,-15.70,52077.68
2025-05-01,99,70,23,52077.68,781.15,-1408.43,51450.40
2025-06-01,99,70,23,51450.40,-1057.57,1940.22,52333.05
2025-07-01,99,70,23,52333.05,1604.83,-1057.59,52880.29
2025-08-01,99,70,23,52880.29,1686.92,-1767.27,52799.94
2025-09-01,99,70,23,52799.94,735.20,417.82,53952.96
2025-10-01,99,70,23,53952.96,1718.60,220.40,55891.97
2025-11-01,99,70,23,55891.97,632.87,658.28,57183.11
2025-12-01,99,70,23,57183.11,1427.43,1612.87,60223.42
2025-10-01,100,71,1,62069.09,1468.37,422.90,63960.36
2025-11-01,100,71,1,63960.36,2815.62,-436.89,66339.09
2025-12-01,100,71,1,66339.09,840.83,-1208.22,65971.69
2024-04-01,101,72,22,155001.79,2955.85,-2084.47,155873.17
2024-05-01,101,72,22,155873.17,3011.22,2594.62,161479.01
2024-06-01,101,72,22,161479.01,4038.78,1629.54,167147.33
2024-07-01,101,72,22,167147.33,3400.44,988.54,171536.31
2024-08-01,101,72,22,171536.31,-2318.65,5270.53,174488.19
2024-09-01,101,72,22,174488.19,-498.12,4889.63,178879.70
2024-10-01,101,72,22,178879.70,272.96,7534.67,186687.32
2024-11-01,101,72,22,186687.32,-1432.86,-2499.74,182754.73
2024-12-01,101,72,22,182754.73,2230.14,3603.62,188588.48
2025-01-01,101,72,22,188588.48,655.29,-1631.55,187612.22
2025-02-01,101,72,22,187612.22,-3521.82,7080.42,191170.81
2025-03-01,101,72,22,191170.81,5632.84,-4453.06,192350.59
2025-04-01,101,72,22,192350.59,5937.25,-2521.38,195766.46
2025-05-01,101,72,22,195766.46,-3551.93,8488.20,200702.73
2025-06-01,101,72,22,200702.73,-1895.48,8257.44,207064.69
2025-07-01,101,72,22,207064.69,6168.74,-5201.41,208032.02
2025-08-01,101,72,22,208032.02,2465.87,7289.64,217787.53
2025-09-01,101,72,22,217787.53,3532.05,6434.28,227753.86
2025-10-01,101,72,22,227753.86,-4170.67,-1614.32,221968.88
2025-11-01,101,72,22,221968.88,3340.87,-2761.35,222548.40
2025-12-01,101,72,22,222548.40,-1341.13,-6025.43,215181.84
2025-10-01,102,73,22,28934.35,-718.83,448.31,28663.83
2025-11-01,102,73,22,28663.83,73.19,1113.43,29850.45
2025-12-01,102,73,22,29850.45,1195.14,1245.68,32291.28
2025-10-01,103,73,22,33858.86,1370.57,1232.45,36461.88
2025-11-01,103,73,22,36461.88,1253.73,-1108.45,36607.16
2025-12-01,103,73,22,36607.16,-900.08,66.93,35774.00
2025-04-01,104,74,5,745613.41,-6092.67,-5570.00,733950.74
2025-05-01,104,74,5,733950.74,-11775.93,14499.21,736674.02
2025-06-01,104,74,5,736674.02,-9839.91,23121.89,749956.00
2025-07-01,104,74,5,749956.00,9806.84,9574.65,769337.48
2025-08-01,104,74,5,769337.48,-12646.35,2627.63,759318.76
2025-09-01,104,74,5,759318.76,2092.41,-21557.67,739853.49
2025-10-01,104,74,5,739853.49,9637.80,10660.59,760151.88
2025-11-01,104,74,5,760151.88,25881.20,-15241.94,770791.13
2025-12-01,104,74,5,770791.13,2065.50,-19885.18,752971.46
2025-04-01,105,74,5,752807.63,22315.58,-502.34,774620.87
2025-05-01,105,74,5,774620.87,12527.55,21392.98,808541.40
2025-06-01,105,74,5,808541.40,-7911.95,18949.41,819578.87
2025-07-01,105,74,5,819578.87,21126.31,-16314.93,824390.25
2025-08-01,105,74,5,824390.25,35317.73,12623.59,872331.56
2025-09-01,105,74,5,872331.56,-5747.94,-22125.04,844458.58
2025-10-01,105,74,5,844458.58,9364.89,-11054.87,842768.61
2025-11-01,105,74,5,842768.61,-2989.79,-19639.26,820139.56
2025-12-01,105,74,5,820139.56,-12928.44,-15606.04,791605.07
2025-09-01,106,75,22,108453.54,4438.71,1574.84,114467.09
2025-10-01,106,75,22,114467.09,-446.04,336.06,114357.11
2025-11-01,106,75,22,114357.11,3232.78,878.79,118468.68
2025-12-01,106,75,22,118468.68,-1687.34,-2934.88,113846.46
2025-07-01,107,76,5,208090.95,3585.52,-992.59,210683.88
2025-08-01,107,76,5,210683.88,-4961.58,6557.53,212279.83
2025-09-01,107,76,5,212279.83,6037.49,3515.05,221832.38
2025-10-01,107,76,5,221832.38,-4866.60,-3356.89,213608.88
2025-11-01,107,76,5,213608.88,-4090.25,-5038.85,204479.78
2025-12-01,107,76,5,204479.78,3868.12,-6936.00,201411.90
2024-02-01,108,77,7,277000.43,393.97,-9111.17,268283.23
2024-03-01,108,77,7,268283.23,11413.82,-1412.58,278284.47
2024-04-01,108,77,7,278284.47,6706.13,5014.63,290005.23
2024-05-01,108,77,7,290005.23,-5752.57,9278.71,293531.38
2024-06-01,108,77,7,293531.38,10547.58,-9564.76,294514.19
2024-07-01,108,77,7,294514.19,167.02,-8446.83,286234.38
2024-08-01,108,77,7,286234.38,-5611.75,3015.38,283638.02
2024-09-01,108,77,7,283638.02,9065.01,-6530.09,286172.94
2024-10-01,108,77,7,286172.94,-3499.98,7006.84,289679.80
2024-11-01,108,77,7,289679.80,7927.81,6050.00,303657.61
2024-12-01,108,77,7,303657.61,-1225.09,-631.06,301801.45
2025-01-01,108,77,7,301801.45,-418.42,8303.09,309686.12
2025-02-01,108,77,7,309686.12,7329.43,-3734.34,313281.21
2025-03-01,108,77,7,313281.21,-4413.47,11119.16,319986.89
2025-04-01,108,77,7,319986.89,-7280.23,8028.67,320735.33
2025-05-01,108,77,7,320735.33,3281.34,-10946.89,313069.78
2025-06-01,108,77,7,313069.78,10421.34,6071.14,329562.27
2025-07-01,108,77,7,329562.27,11969.16,3075.63,344607.06
2025-08-01,108,77,7,344607.06,11394.87,13278.41,369280.33
2025-09-01,108,77,7,369280.33,3741.21,8031.19,381052.73
2025-10-01,108,77,7,381052.73,1774.53,-8556.90,374270.36
2025-11-01,108,77,7,374270.36,16138.00,2515.13,392923.49
2025-12-01,108,77,7,392923.49,17074.43,-9818.90,400179.02
2025-12-01,109,78,12,31012.81,-676.15,-304.97,30031.69
2025-12-01,110,78,12,23072.40,637.20,962.10,24671.70
2024-05-01,111,79,6,37133.12,42.99,726.92,37903.03
2024-06-01,111,79,6,37903.03,394.80,-529.65,37768.18
2024-07-01,111,79,6,37768.18,1370.51,740.42,39879.12
2024-08-01,111,79,6,39879.12,735.49,658.38,41272.99
2024-09-01,111,79,6,41272.99,1109.13,-636.21,41745.91
2024-10-01,111,79,6,41745.91,1356.18,-1434.58,41667.50
2024-11-01,111,79,6,41667.50,1446.45,-489.47,42624.48
2024-12-01,111,79,6,42624.48,-593.57,-130.33,41900.58
2025-01-01,111,79,6,41900.58,-833.47,-165.18,40901.94
2025-02-01,111,79,6,40901.94,301.02,-1125.61,40077.35
2025-03-01,111,79,6,40077.35,305.05,657.22,41039.61
2025-04-01,111,79,6,41039.61,1559.87,89.80,42689.28
2025-05-01,111,79,6,42689.28,-810.77,1005.00,42883.51
2025-06-01,111,79,6,42883.51,1681.99,1663.85,46229.35
2025-07-01,111,79,6,46229.35,1330.26,-880.31,46679.29
2025-08-01,111,79,6,46679.29,-92.87,-448.92,46137.49
2025-09-01,111,79,6,46137.49,2064.68,180.10,48382.28
2025-10-01,111,79,6,48382.28,1168.93,149.87,49701.08
2025-11-01,111,79,6,49701.08,-274.04,-1587.32,47839.72
2025-12-01,111,79,6,47839.72,-674.45,124.26,47289.53
2024-05-01,112,79,6,30759.14,1357.92,828.54,32945.60
2024-06-01,112,79,6,32945.60,-679.73,977.91,33243.78
2024-07-01,112,79,6,33243.78,1006.26,1438.95,35688.99
2024-08-01,112,79,6,35688.99,-359.05,-645.28,34684.66
2024-09-01,112,79,6,34684.66,-811.41,891.03,34764.28
2024-10-01,112,79,6,34764.28,160.07,-515.70,34408.64
2024-11-01,112,79,6,34408.64,-436.05,-814.14,33158.45
2024-12-01,112,79,6,33158.45,-193.20,-943.80,32021.45
2025-01-01,112,79,6,32021.45,1158.03,35.66,33215.15
2025-02-01,112,79,6,33215.15,145.50,-593.61,32767.04
2025-03-01,112,79,6,32767.04,1229.26,-664.31,33331.99
2025-04-01,112,79,6,33331.99,-707.91,1219.84,33843.92
2025-05-01,112,79,6,33843.92,169.13,1423.79,35436.84
2025-06-01,112,79,6,35436.84,-149.42,-677.25,34610.16
2025-07-01,112,79,6,34610.16,1416.80,122.17,36149.13
2025-08-01,112,79,6,36149.13,451.34,1001.64,37602.11
2025-09-01,112,79,6,37602.11,1601.52,-2.15,39201.48
2025-10-01,112,79,6,39201.48,1524.23,416.53,41142.24
2025-11-01,112,79,6,41142.24,1341.69,406.18,42890.11
2025-12-01,112,79,6,42890.11,1611.15,-819.85,43681.41
2024-08-01,113,80,7,88233.02,-1505.56,-1847.15,84880.31
2024-09-01,113,80,7,84880.31,423.29,-1769.62,83533.98
2024-10-01,113,80,7,83533.98,1390.21,703.44,85627.63
2024-11-01,113,80,7,85627.63,146.37,2792.09,88566.09
2024-12-01,113,80,7,88566.09,2054.60,-0.04,90620.65
2025-01-01,113,80,7,90620.65,-468.75,1325.79,91477.70
2025-02-01,113,80,7,91477.70,3637.11,3069.97,98184.78
2025-03-01,113,80,7,98184.78,4386.45,2894.01,105465.24
2025-04-01,113,80,7,105465.24,-1870.23,1789.74,105384.75
2025-05-01,113,80,7,105384.75,1911.49,-221.06,107075.18
2025-06-01,113,80,7,107075.18,1043.81,2691.67,110810.66
2025-07-01,113,80,7,110810.66,4422.01,-2994.53,112238.14
2025-08-01,113,80,7,112238.14,683.22,1290.59,114211.95
2025-09-01,113,80,7,114211.95,-2594.38,-1348.57,110269.00
2025-10-01,113,80,7,110269.00,490.13,-1893.28,108865.85
2025-11-01,113,80,7,108865.85,742.91,-491.38,109117.38
2025-12-01,113,80,7,109117.38,-1234.20,279.99,108163.16
2024-08-01,114,81,15,113583.03,-1092.30,2637.34,115128.08
2024-09-01,114,81,15,115128.08,4696.00,-1564.91,118259.17
2024-10-01,114,81,15,118259.17,1030.07,4879.18,124168.42
2024-11-01,114,81,15,124168.42,-74.66,1132.39,125226.15
2024-12-01,114,81,15,125226.15,-550.69,3082.51,127757.97
2025-01-01,114,81,15,127757.97,1240.03,768.15,129766.15
2025-02-01,114,81,15,129766.15,388.77,-2537.66,127617.26
2025-03-01,114,81,15,127617.26,-1645.35,2547.83,128519.74
2025-04-01,114,81,15,128519.74,4769.63,-1608.22,131681.15
2025-05-01,114,81,15,131681.15,328.92,1539.60,133549.67
2025-06-01,114,81,15,133549.67,3826.39,-1345.27,136030.78
2025-07-01,114,81,15,136030.78,4160.77,5618.20,145809.76
2025-08-01,114,81,15,145809.76,1333.90,5195.00,152338.65
2025-09-01,114,81,15,152338.65,710.14,3772.87,156821.67
2025-10-01,114,81,15,156821.67,5035.93,2326.12,164183.71
2025-11-01,114,81,15,164183.71,2874.97,-107.53,166951.15
2025-12-01,114,81,15,166951.15,2454.17,-848.64,168556.68
2024-09-01,115,81,15,144920.15,-1926.36,-4680.80,138312.99
2024-10-01,115,81,15,138312.99,1493.09,1652.78,141458.85
2024-11-01,115,81,15,141458.85,-630.46,4404.31,145232.70
2024-12-01,115,81,15,145232.70,2927.43,6130.51,154290.64
2025-01-01,115,81,15,154290.64,-52.81,-5030.62,149207.22
2025-02-01,115,81,15,149207.22,-1851.17,-1370.54,145985.50
2025-03-01,115,81,15,145985.50,4432.52,-931.45,149486.57
2025-04-01,115,81,15,149486.57,-2977.05,2624.44,149133.96
2025-05-01,115,81,15,149133.96,154.73,4080.48,153369.17
2025-06-01,115,81,15,153369.17,-2521.20,-1458.98,149388.99
2025-07-01,115,81,15,149388.99,-3620.73,-1298.26,144470.00
2025-08-01,115,81,15,144470.00,1094.56,4134.61,149699.17
2025-09-01,115,81,15,149699.17,5675.41,1486.70,156861.27
2025-10-01,115,81,15,156861.27,312.37,2061.81,159235.45
2025-11-01,115,81,15,159235.45,1896.23,-4262.16,156869.53
2025-12-01,115,81,15,156869.53,-868.52,2138.50,158139.50
2024-06-01,116,82,2,118427.23,3444.47,428.29,122299.98
2024-07-01,116,82,2,122299.98,-2271.61,3216.02,123244.40
2024-08-01,116,82,2,123244.40,3056.05,-833.04,125467.42
2024-09-01,116,82,2,125467.42,4201.65,-1958.53,127710.53
2024-10-01,116,82,2,127710.53,2592.45,4274.35,134577.33
2024-11-01,116,82,2,134577.33,3182.42,-3901.19,133858.57
2024-12-01,116,82,2,133858.57,1288.04,-2409.72,132736.89
2025-01-01,116,82,2,132736.89,2911.57,325.48,135973.94
2025-02-01,116,82,2,135973.94,265.72,545.48,136785.14
2025-03-01,116,82,2,136785.14,-159.83,4119.92,140745.23
2025-04-01,116,82,2,140745.23,3984.80,860.54,145590.57
2025-05-01,116,82,2,145590.57,-446.22,5903.77,151048.13
2025-06-01,116,82,2,151048.13,3715.16,2631.73,157395.02
2025-07-01,116,82,2,157395.02,5405.97,-4178.39,158622.60
2025-08-01,116,82,2,158622.60,-2521.43,6080.92,162182.09
2025-09-01,116,82,2,162182.09,322.79,193.73,162698.62
2025-10-01,116,82,2,162698.62,2999.10,-3051.96,162645.76
2025-11-01,116,82,2,162645.76,490.27,-4799.49,158336.54
2025-12-01,116,82,2,158336.54,730.97,3151.10,162218.61
2025-11-01,117,83,19,535990.04,-6123.57,-10636.20,519230.27
2025-12-01,117,83,19,519230.27,-6560.39,-6711.54,505958.33
2024-07-01,118,84,8,101770.56,1496.91,4501.62,107769.09
2024-08-01,118,84,8,107769.09,3607.58,756.70,112133.38
2024-09-01,118,84,8,112133.38,-1490.10,-2609.72,108033.56
2024-10-01,118,84,8,108033.56,-1990.66,-1148.59,104894.31
2024-11-01,118,84,8,104894.31,2783.17,126.85,107804.32
2024-12-01,118,84,8,107804.32,2850.03,4763.17,115417.52
2025-01-01,118,84,8,115417.52,-806.33,452.37,115063.56
2025-02-01,118,84,8,115063.56,57.56,-3902.39,111218.73
2025-03-01,118,84,8,111218.73,-35.16,2425.97,113609.53
2025-04-01,118,84,8,113609.53,4248.55,3063.15,120921.23
2025-05-01,118,84,8,120921.23,4230.66,4495.05,129646.94
2025-06-01,118,84,8,129646.94,2165.37,-3368.11,128444.20
2025-07-01,118,84,8,128444.20,2954.84,2987.26,134386.30
2025-08-01,118,84,8,134386.30,-3164.68,5817.72,137039.34
2025-09-01,118,84,8,137039.34,4787.96,2432.36,144259.67
2025-10-01,118,84,8,144259.67,-2176.26,696.28,142779.69
