opportunity_id,advisor_id,lead_id,client_id,created_date,closed_date,opportunity_stage,opportunity_status,estimated_assets,closed_assets
433,24,433,60,2025-05-15,2025-06-25,Closed,Closed Won,275485.86,248409.73
434,9,434,,2024-07-29,,Discovery,Inactive,185499.26,
435,11,435,,2025-03-23,,Proposal,Open,49435.79,
436,22,436,,2024-06-22,,Discovery,Inactive,60560.31,
437,4,437,,2024-02-23,,Discovery,Inactive,55254.80,
438,15,438,,2025-07-20,,Proposal,Open,41112.96,
439,17,439,,2024-07-27,,Discovery,Inactive,57122.15,
440,8,440,,2025-07-04,,Discovery,Inactive,2119201.45,
441,1,441,,2025-04-20,,Discovery,Inactive,213938.36,
442,1,442,,2024-03-02,,Discovery,Inactive,222790.61,
443,22,443,,2025-01-24,,Discovery,Inactive,490948.23,
444,17,444,,2024-10-15,,Discovery,Inactive,93768.73,
445,14,445,,2024-08-03,,Discovery,Inactive,558640.64,
446,11,446,,2024-12-15,,Discovery,Inactive,65289.62,
447,18,447,,2025-12-14,,Discovery,Inactive,830674.36,
448,21,448,,2025-10-28,,Proposal,Open,71597.52,
449,15,449,,2024-01-10,,Proposal,Open,85143.50,
450,1,450,,2024-07-19,,Discovery,Inactive,129301.73,
451,19,451,,2025-05-27,,Proposal,Open,1051112.51,
452,9,452,,2024-07-15,,Discovery,Inactive,83635.81,
453,18,453,,2025-09-21,,Proposal,Open,160827.36,
454,2,454,,2024-08-17,,Discovery,Inactive,211175.99,
455,23,455,,2025-03-09,,Discovery,Inactive,1409816.10,
456,10,456,61,2024-03-05,2024-04-28,Closed,Closed Won,3001932.76,3049327.77
457,16,457,,2025-09-27,,Proposal,Open,68568.35,
458,1,458,,2025-06-14,,Discovery,Inactive,133880.61,
459,18,459,,2024-02-25,,Proposal,Open,44382.91,
460,4,460,,2025-04-10,,Discovery,Inactive,2001942.73,
461,21,461,62,2024-08-16,2024-09-29,Closed,Closed Won,511205.20,470149.79
462,19,462,63,2025-10-27,2025-11-23,Closed,Closed Won,96012.12,79326.88
463,13,463,,2024-01-26,,Proposal,Open,42385.40,
464,12,464,,2024-02-09,,Proposal,Open,933947.36,
465,23,465,,2025-07-10,,Discovery,Inactive,57805.57,
466,12,466,,2025-02-17,,Discovery,Inactive,916088.74,
467,16,467,,2025-10-31,,Discovery,Inactive,751856.83,
468,11,468,,2024-03-28,,Proposal,Open,318513.12,
469,12,469,,2024-12-13,,Proposal,Open,248006.58,
470,20,470,,2025-08-10,,Discovery,Inactive,1008896.98,
471,3,471,64,2025-07-01,2025-08-11,Closed,Closed Won,122144.30,104912.41
472,23,472,,2025-11-11,,Proposal,Open,284973.69,
473,11,473,,2025-08-05,,Discovery,Inactive,154854.05,
474,3,474,,2024-10-21,,Discovery,Inactive,474080.07,
475,20,475,,2025-03-18,,Discovery,Inactive,497118.92,
476,18,476,,2024-10-25,,Discovery,Inactive,68613.71,
477,16,477,,2025-02-25,,Discovery,Inactive,299100.75,
478,4,478,,2025-05-31,,Discovery,Inactive,178364.73,
479,7,479,,2025-06-02,,Proposal,Open,150979.80,
480,24,480,,2025-04-20,,Proposal,Open,965057.45,
481,4,481,,2025-07-01,,Discovery,Inactive,92664.66,
482,22,482,65,2024-10-06,2024-11-24,Closed,Closed Won,82727.29,82409.71
483,14,483,,2024-11-04,,Discovery,Inactive,298171.06,
484,18,484,,2025-08-05,,Discovery,Inactive,234159.27,
485,16,485,,2024-03-10,,Proposal,Open,179704.47,
486,5,486,,2025-01-18,,Proposal,Open,2410069.63,
487,1,487,,2024-08-22,,Discovery,Inactive,167387.79,
488,2,488,,2025-11-11,,Discovery,Inactive,567601.80,
489,20,489,,2025-01-25,,Proposal,Open,213378.64,
490,7,490,,2024-08-29,,Discovery,Inactive,214151.44,
491,24,491,66,2024-07-21,2024-09-05,Closed,Closed Won,1856940.57,1744376.40
492,24,492,,2024-12-22,,Proposal,Open,257696.52,
493,22,493,,2025-10-22,,Proposal,Open,80367.52,
494,23,494,,2025-08-23,,Discovery,Inactive,122012.71,
495,6,495,,2025-03-13,,Proposal,Open,61605.26,
496,24,496,67,2025-02-11,2025-03-01,Closed,Closed Won,84915.68,67192.71
497,24,497,68,2024-05-22,2024-07-02,Closed,Closed Won,355446.64,350076.80
498,22,498,69,2025-09-08,2025-10-04,Closed,Closed Won,375771.07,338515.65
499,23,499,,2024-02-23,,Discovery,Inactive,916880.73,
500,13,500,,2024-11-02,,Discovery,Inactive,214474.77,
501,18,501,,2025-02-05,,Proposal,Open,66682.72,
502,5,502,,2024-11-27,,Discovery,Inactive,240692.63,
503,23,503,70,2024-11-07,2024-12-02,Closed,Closed Won,89817.85,96630.93
504,7,504,,2025-11-05,,Discovery,Inactive,70335.84,
505,1,505,71,2025-07-22,2025-09-18,Closed,Closed Won,62998.00,66795.67
506,22,506,72,2024-02-15,2024-04-03,Closed,Closed Won,144878.70,138202.23
507,6,507,,2024-11-21,,Discovery,Inactive,159750.43,
508,22,508,,2025-06-28,,Discovery,Inactive,171769.24,
509,2,509,,2025-10-16,,Discovery,Inactive,539280.42,
510,14,510,,2025-12-24,,Proposal,Open,43709.94,
511,3,511,,2025-10-11,,Discovery,Inactive,118180.10,
512,22,512,,2025-06-04,,Discovery,Inactive,83168.14,
513,22,513,,2025-06-29,,Proposal,Open,225409.76,
514,22,514,73,2025-09-15,2025-10-12,Closed,Closed Won,74827.49,62979.69
515,12,515,,2024-04-19,,Discovery,Inactive,210215.32,
516,1,516,,2024-06-08,,Discovery,Inactive,80613.35,
517,10,517,,2025-01-08,,Proposal,Open,162446.49,
518,5,518,74,2025-02-08,2025-04-06,Closed,Closed Won,1524671.17,1517324.35
519,2,519,,2025-01-24,,Proposal,Open,265009.80,
520,11,520,,2024-02-18,,Proposal,Open,37557.20,
521,22,521,75,2025-07-19,2025-09-15,Closed,Closed Won,121965.43,120420.31
522,18,522,,2025-12-29,,Discovery,Inactive,3411706.66,
523,16,523,,2025-03-05,,Discovery,Inactive,84298.91,
524,7,524,,2025-02-11,,Discovery,Inactive,163550.13,
525,6,525,,2025-03-24,,Discovery,Inactive,236169.50,
526,20,526,,2024-10-05,,Proposal,Open,103003.01,
527,4,527,,2024-06-24,,Proposal,Open,1209815.31,
528,12,528,,2024-11-28,,Discovery,Inactive,66772.23,
529,24,529,,2024-10-13,,Discovery,Inactive,219986.15,
530,24,530,,2025-12-05,,Proposal,Open,68598.17,
531,5,531,76,2025-05-05,2025-06-20,Closed,Closed Won,269971.23,212636.17
532,4,532,,2025-07-09,,Discovery,Inactive,223512.21,
533,5,533,,2025-05-06,,Discovery,Inactive,887134.74,
534,11,534,,2025-05-05,,Proposal,Open,53640.74,
535,5,535,,2024-12-27,,Discovery,Inactive,119094.82,
536,22,536,,2024-04-25,,Discovery,Inactive,47404.58,
537,2,537,,2025-09-11,,Proposal,Open,260257.25,
538,12,538,,2024-09-28,,Discovery,Inactive,281030.61,
539,5,539,,2025-11-02,,Proposal,Open,50331.08,
540,16,540,,2025-12-11,,Discovery,Inactive,278192.17,
541,21,541,,2024-09-08,,Proposal,Open,153157.07,
542,7,542,77,2024-01-18,2024-02-15,Closed,Closed Won,246004.41,225964.93
543,13,543,,2025-09-25,,Proposal,Open,418673.54,
544,12,544,78,2025-10-24,2025-12-03,Closed,Closed Won,58620.65,53849.45
545,7,545,,2024-11-18,,Discovery,Inactive,709163.88,
546,22,546,,2024-04-09,,Discovery,Inactive,53201.85,
547,2,547,,2024-10-24,,Discovery,Inactive,954831.31,
548,5,548,,2024-06-13,,Discovery,Inactive,236326.39,
549,21,549,,2025-06-19,,Discovery,Inactive,183307.85,
550,10,550,,2025-01-03,,Discovery,Inactive,1113492.68,
551,21,551,,2025-05-24,,Proposal,Open,299056.00,
552,6,552,79,2024-03-10,2024-04-26,Closed,Closed Won,76594.73,65170.62
553,22,553,,2025-08-15,,Proposal,Open,55902.71,
554,15,554,,2024-05-08,,Discovery,Inactive,200794.35,
555,7,555,80,2024-07-11,2024-08-16,Closed,Closed Won,86062.18,65829.68
556,12,556,,2025-04-20,,Discovery,Inactive,49478.86,
557,14,557,,2025-11-20,,Discovery,Inactive,76352.39,
558,20,558,,2024-11-21,,Discovery,Inactive,74912.96,
559,19,559,,2025-03-15,,Proposal,Open,2787283.38,
560,21,560,,2024-09-23,,Discovery,Inactive,59743.19,
561,3,561,,2024-01-27,,Proposal,Open,361161.69,
562,21,562,,2025-10-08,,Proposal,Open,71886.58,
563,22,563,,2024-02-22,,Discovery,Inactive,144628.56,
564,9,564,,2024-07-03,,Proposal,Open,111822.36,
565,15,565,81,2024-06-13,2024-08-14,Closed,Closed Won,347421.80,253840.22
566,22,566,,2024-03-17,,Proposal,Open,794115.93,
567,13,567,,2024-08-30,,Proposal,Open,1381525.43,
568,14,568,,2024-11-04,,Discovery,Inactive,57718.50,
569,16,569,,2025-10-18,,Discovery,Inactive,71490.65,
570,4,570,,2024-01-30,,Discovery,Inactive,61256.96,
571,12,571,,2025-07-04,,Discovery,Inactive,2966891.90,
572,2,572,82,2024-04-23,2024-06-12,Closed,Closed Won,111654.31,119213.43
573,19,573,83,2025-10-25,2025-11-04,Closed,Closed Won,601452.93,478963.29
574,16,574,,2025-06-15,,Discovery,Inactive,1468814.74,
575,8,575,,2025-09-27,,Discovery,Inactive,206363.25,
576,24,576,,2025-12-09,,Proposal,Open,96499.99,
577,8,577,84,2024-06-23,2024-07-07,Closed,Closed Won,111450.22,110747.40
578,3,578,,2024-07-17,,Discovery,Inactive,101905.61,
579,21,579,,2025-11-26,,Discovery,Inactive,85447.72,
580,10,580,85,2024-07-14,2024-08-25,Closed,Closed Won,456676.18,440752.94
581,19,581,86,2024-05-22,2024-06-26,Closed,Closed Won,94660.20,85324.20
582,22,582,,2025-10-17,,Discovery,Inactive,54249.48,
583,16,583,,2025-09-30,,Discovery,Inactive,27502.55,
584,4,584,,2025-06-16,,Proposal,Open,190974.03,
585,9,585,,2025-09-19,,Discovery,Inactive,527250.84,
586,5,586,,2025-10-13,,Proposal,Open,244867.68,
587,9,587,,2025-02-04,,Discovery,Inactive,87174.99,
588,2,588,,2025-10-22,,Discovery,Inactive,217507.55,
589,5,589,,2025-04-24,,Discovery,Inactive,123469.93,
590,12,590,,2025-05-27,,Discovery,Inactive,174976.14,
591,17,591,87,2025-02-03,2025-03-23,Closed,Closed Won,276379.76,282503.56
592,24,592,88,2025-01-28,2025-02-22,Closed,Closed Won,55050.42,53483.75
593,7,593,,2025-08-07,,Discovery,Inactive,191148.92,
594,5,594,,2024-03-09,,Proposal,Open,42821.06,
595,3,595,,2024-06-10,,Discovery,Inactive,84237.48,
596,17,596,89,2025-09-17,2025-11-01,Closed,Closed Won,3009820.13,2231423.78
597,16,597,90,2024-05-12,2024-07-08,Closed,Closed Won,186845.39,170460.34
598,12,598,91,2024-08-13,2024-10-10,Closed,Closed Won,112822.61,100980.16
599,9,599,,2025-08-28,,Proposal,Open,954769.42,
600,13,600,,2025-11-25,,Discovery,Inactive,177906.21,
601,5,601,,2024-01-16,,Discovery,Inactive,78012.69,
602,9,602,,2025-11-06,,Proposal,Open,34528.40,
603,12,603,,2025-05-06,,Proposal,Open,43760.45,
604,5,604,,2025-09-24,,Discovery,Inactive,81058.86,
605,22,605,,2025-06-02,,Discovery,Inactive,116055.47,
606,8,606,,2024-03-03,,Discovery,Inactive,2336255.05,
607,22,607,92,2024-12-27,2025-02-04,Closed,Closed Won,124181.99,104009.20
608,21,608,93,2025-07-15,2025-08-12,Closed,Closed Won,121201.09,122127.33
609,16,609,,2025-10-09,,Discovery,Inactive,31190.34,
610,1,610,,2024-06-19,,Proposal,Open,48726.60,
611,17,611,,2025-02-01,,Discovery,Inactive,200682.04,
612,8,612,,2025-12-30,,Proposal,Open,200351.69,
613,15,613,94,2025-03-22,2025-05-16,Closed,Closed Won,1387277.35,1323165.32
614,11,614,,2024-04-11,,Proposal,Open,72329.50,
615,9,615,,2024-05-24,,Proposal,Open,150328.39,
616,17,616,,2024-05-09,,Discovery,Inactive,46581.20,
617,4,617,,2025-03-31,,Discovery,Inactive,98703.30,
618,9,618,95,2025-11-15,2025-12-08,Closed,Closed Won,168443.51,177354.64
619,8,619,,2025-11-20,,Proposal,Open,272884.76,
620,14,620,,2024-03-09,,Proposal,Open,829856.62,
621,22,621,,2025-05-11,,Proposal,Open,49211.06,
622,22,622,96,2024-04-26,2024-06-21,Closed,Closed Won,267297.63,232025.70
623,10,623,,2024-11-04,,Proposal,Open,931167.58,
624,3,624,,2024-03-19,,Discovery,Inactive,40574.54,
625,13,625,,2024-07-17,,Discovery,Inactive,612733.60,
626,17,626,97,2024-01-24,2024-03-09,Closed,Closed Won,73351.06,62655.41
627,3,627,,2024-12-24,,Discovery,Inactive,220217.93,
628,12,628,,2025-10-01,,Discovery,Inactive,2397377.64,
629,22,629,,2024-07-26,,Proposal,Open,69276.15,
630,22,630,,2025-04-29,,Proposal,Open,1440166.63,
631,14,631,,2025-11-11,,Proposal,Open,204037.49,
632,20,632,,2024-08-07,,Discovery,Inactive,2447992.96,
633,5,633,,2025-03-23,,Proposal,Open,676824.53,
634,24,634,,2025-03-10,,Proposal,Open,163595.94,
635,10,635,,2024-12-02,,Proposal,Open,66738.75,
636,23,636,,2025-04-27,,Discovery,Inactive,218982.50,
637,24,637,,2025-10-25,,Discovery,Inactive,149715.31,
638,4,638,,2024-02-27,,Discovery,Inactive,60610.19,
639,11,639,,2025-12-27,,Discovery,Inactive,95373.14,
640,17,640,,2024-05-31,,Discovery,Inactive,69967.20,
641,20,641,,2024-07-22,,Proposal,Open,43951.96,
642,6,642,,2024-03-29,,Proposal,Open,49506.44,
643,21,643,,2024-07-14,,Discovery,Inactive,37703.05,
644,9,644,,2024-07-23,,Proposal,Open,140731.13,
645,19,645,,2025-01-29,,Proposal,Open,162397.02,
646,2,646,,2024-04-28,,Discovery,Inactive,224145.32,
647,19,647,,2024-11-26,,Proposal,Open,1156939.48,
648,6,648,,2025-04-23,,Discovery,Inactive,721093.38,
649,9,649,,2025-01-17,,Discovery,Inactive,185021.40,
650,8,650,98,2025-06-03,2025-07-30,Closed,Closed Won,94913.51,75118.96
651,24,651,,2024-09-07,,Proposal,Open,86941.31,
652,8,652,,2024-04-08,,Proposal,Open,119197.49,
653,6,653,,2024-08-28,,Proposal,Open,434554.32,
654,13,654,99,2025-10-31,2025-11-28,Closed,Closed Won,2675711.17,2024191.11
655,14,655,,2024-02-25,,Proposal,Open,825089.12,
656,22,656,,2024-03-22,,Proposal,Open,62801.54,
657,16,657,,2025-04-16,,Discovery,Inactive,53017.30,
658,15,658,100,2024-11-28,2025-01-05,Closed,Closed Won,58323.69,47760.72
659,24,659,101,2025-12-30,2026-02-21,Closed,Closed Won,221280.67,218476.08
660,12,660,,2024-03-26,,Discovery,Inactive,29863.50,
661,6,661,,2025-10-01,,Proposal,Open,1277538.95,
662,4,662,,2025-08-07,,Discovery,Inactive,161544.91,
663,12,663,,2025-10-07,,Discovery,Inactive,288836.79,
664,6,664,,2024-06-30,,Proposal,Open,74920.19,
665,1,665,,2025-09-25,,Proposal,Open,230180.60,
666,24,666,,2025-09-07,,Discovery,Inactive,196162.10,
667,7,667,,2024-06-14,,Discovery,Inactive,59770.20,
668,3,668,102,2024-02-01,2024-03-08,Closed,Closed Won,1073691.69,867704.84
669,5,669,,2024-10-11,,Discovery,Inactive,386105.82,
670,12,670,,2025-05-25,,Discovery,Inactive,677365.20,
671,24,671,,2024-07-26,,Proposal,Open,49341.81,
672,24,672,103,2024-07-06,2024-07-22,Closed,Closed Won,3191157.37,3338623.14
673,6,673,,2025-05-14,,Discovery,Inactive,188225.80,
674,18,674,,2024-07-06,,Proposal,Open,36735.53,
675,5,675,,2024-11-27,,Discovery,Inactive,796758.01,
676,20,676,,2025-03-02,,Discovery,Inactive,81353.09,
677,10,677,104,2025-01-14,2025-02-19,Closed,Closed Won,280323.91,215954.50
678,13,678,,2024-03-01,,Proposal,Open,1948215.74,
679,10,679,,2025-08-10,,Proposal,Open,569118.17,
680,11,680,,2025-01-04,,Discovery,Inactive,219956.95,
681,11,681,105,2025-04-24,2025-06-14,Closed,Closed Won,898805.60,666646.89
682,1,682,,2025-09-30,,Discovery,Inactive,53513.93,
683,5,683,,2024-09-22,,Discovery,Inactive,308624.69,
684,15,684,,2025-10-31,,Discovery,Inactive,505463.59,
685,23,685,,2025-08-13,,Discovery,Inactive,81141.69,
686,11,686,,2024-11-18,,Discovery,Inactive,134499.45,
687,14,687,,2024-10-04,,Discovery,Inactive,39602.59,
688,1,688,,2025-03-30,,Discovery,Inactive,543968.38,
689,15,689,,2025-03-25,,Proposal,Open,2279265.23,
690,24,690,106,2024-11-20,2025-01-07,Closed,Closed Won,65374.44,54364.95
691,6,691,,2025-01-08,,Discovery,Inactive,33776.58,
692,7,692,,2024-11-09,,Proposal,Open,40632.57,
693,20,693,107,2025-06-21,2025-07-26,Closed,Closed Won,2516619.83,1933735.30
694,13,694,,2024-10-16,,Discovery,Inactive,37719.30,
695,24,695,,2025-11-06,,Discovery,Inactive,133287.76,
696,12,696,,2025-11-08,,Discovery,Inactive,1214691.64,
697,5,697,,2025-10-11,,Discovery,Inactive,132043.69,
698,19,698,,2025-02-19,,Proposal,Open,71058.70,
699,22,699,,2024-12-16,,Proposal,Open,36099.86,
700,10,700,,2024-05-09,,Discovery,Inactive,50683.13,
701,17,701,,2024-07-05,,Discovery,Inactive,79938.98,
702,17,702,,2025-09-07,,Discovery,Inactive,236101.29,
703,18,703,,2025-01-06,,Discovery,Inactive,87791.57,
704,23,704,,2024-06-04,,Discovery,Inactive,1022120.71,
705,11,705,,2024-05-19,,Discovery,Inactive,43306.54,
706,18,706,,2025-11-15,,Discovery,Inactive,201718.13,
707,8,707,,2025-02-04,,Discovery,Inactive,198327.93,
708,8,708,,2024-12-24,,Discovery,Inactive,89325.60,
709,21,709,,2024-04-30,,Proposal,Open,95388.39,
710,13,710,,2024-09-18,,Proposal,Open,96371.98,
711,2,711,,2025-10-15,,Discovery,Inactive,1431300.86,
712,23,712,,2025-05-12,,Proposal,Open,2514764.13,
713,13,713,,2024-02-13,,Proposal,Open,68104.35,
714,12,714,,2025-10-24,,Discovery,Inactive,653407.65,
715,2,715,,2025-02-12,,Discovery,Inactive,182257.78,
716,1,716,,2024-08-09,,Discovery,Inactive,82162.40,
717,10,717,,2025-02-26,,Discovery,Inactive,835623.86,
718,12,718,,2025-11-30,,Discovery,Inactive,101195.63,
719,7,719,,2025-07-25,,Discovery,Inactive,169801.18,
720,12,720,,2024-06-25,,Discovery,Inactive,652874.04,
721,18,721,,2024-08-21,,Proposal,Open,122332.17,
722,12,722,,2024-06-12,,Discovery,Inactive,156363.50,
723,10,723,,2025-06-02,,Proposal,Open,96324.10,
724,18,724,,2024-12-28,,Discovery,Inactive,984274.66,
725,19,725,,2024-03-25,,Proposal,Open,57046.20,
726,5,726,,2024-01-13,,Discovery,Inactive,228432.98,
727,24,727,,2024-09-24,,Discovery,Inactive,352777.13,
728,11,728,108,2025-12-20,2026-02-12,Closed,Closed Won,231833.46,213163.04
729,1,729,,2025-07-27,,Proposal,Open,319855.42,
730,16,730,,2025-03-17,,Discovery,Inactive,2105654.75,
731,22,731,,2025-04-07,,Discovery,Inactive,273644.94,
732,2,732,,2025-12-30,,Discovery,Inactive,181848.45,
733,20,733,,2024-03-06,,Discovery,Inactive,29608.36,
734,24,734,109,2024-05-02,2024-06-20,Closed,Closed Won,246426.18,193800.37
735,6,735,,2025-08-27,,Discovery,Inactive,81091.45,
736,13,736,,2025-04-03,,Discovery,Inactive,85403.05,
737,12,737,,2024-05-24,,Discovery,Inactive,954961.01,
738,19,738,,2024-04-11,,Discovery,Inactive,64184.16,
739,19,739,,2025-08-11,,Proposal,Open,87704.89,
740,16,740,,2024-04-16,,Proposal,Open,863781.07,
741,19,741,110,2025-07-09,2025-08-02,Closed,Closed Won,151438.22,136750.97
742,8,742,,2025-11-06,,Discovery,Inactive,924705.30,
743,8,743,,2025-01-15,,Discovery,Inactive,166675.53,
744,8,744,,2025-09-28,,Discovery,Inactive,421193.74,
745,14,745,,2025-02-27,,Discovery,Inactive,734361.17,
746,5,746,,2025-11-09,,Discovery,Inactive,47030.35,
747,16,747,,2024-03-09,,Proposal,Open,892471.79,
748,3,748,,2025-07-22,,Discovery,Inactive,70421.59,
749,16,749,,2025-05-05,,Proposal,Open,669020.97,
750,22,750,111,2025-05-30,2025-07-15,Closed,Closed Won,31534.61,27019.25
751,12,751,112,2024-02-09,2024-03-27,Closed,Closed Won,36838.38,33759.05
752,12,752,,2025-04-19,,Discovery,Inactive,117343.56,
753,20,753,,2025-02-26,,Proposal,Open,321595.57,
754,19,754,,2024-06-08,,Proposal,Open,56513.82,
755,2,755,113,2025-11-23,2025-12-08,Closed,Closed Won,62234.56,51877.48
756,14,756,,2024-06-11,,Proposal,Open,661418.22,
757,13,757,,2025-05-03,,Proposal,Open,261993.66,
758,3,758,114,2025-01-13,2025-02-02,Closed,Closed Won,2490264.97,2509575.39
759,9,759,,2025-12-14,,Proposal,Open,285833.32,
760,11,760,,2025-06-05,,Discovery,Inactive,31686.47,
761,4,761,115,2024-09-05,2024-09-30,Closed,Closed Won,446870.16,422473.50
762,22,762,116,2025-09-12,2025-10-21,Closed,Closed Won,572220.60,420794.90
763,5,763,,2025-08-30,,Discovery,Inactive,31278.37,
764,5,764,117,2024-10-04,2024-11-30,Closed,Closed Won,126865.67,94398.99
765,11,765,118,2025-12-16,2026-02-08,Closed,Closed Won,182199.69,188952.40
766,7,766,,2024-10-09,,Discovery,Inactive,278773.93,
767,8,767,,2024-08-16,,Proposal,Open,86797.23,
768,21,768,,2024-07-11,,Discovery,Inactive,142035.38,
769,2,769,,2024-07-18,,Discovery,Inactive,123230.42,
770,14,770,,2025-12-18,,Discovery,Inactive,60848.11,
771,10,771,,2024-01-26,,Proposal,Open,846092.33,
772,9,772,,2025-04-11,,Discovery,Inactive,67009.12,
773,5,773,,2024-11-18,,Discovery,Inactive,127000.50,
774,21,774,,2024-11-27,,Proposal,Open,42270.49,
775,5,775,,2024-06-04,,Proposal,Open,172278.11,
776,13,776,,2025-12-12,,Discovery,Inactive,127916.49,
777,23,777,,2024-08-18,,Proposal,Open,38242.75,
778,19,778,119,2024-02-06,2024-03-15,Closed,Closed Won,250896.75,206064.05
779,1,779,,2025-09-26,,Proposal,Open,212655.89,
780,24,780,120,2025-01-16,2025-02-10,Closed,Closed Won,124095.07,97147.73
781,10,781,,2024-05-31,,Discovery,Inactive,738053.65,
782,14,782,,2025-01-03,,Discovery,Inactive,35239.32,
783,11,783,,2025-01-02,,Discovery,Inactive,211528.66,
784,6,784,,2024-02-13,,Discovery,Inactive,172701.27,
785,7,785,,2025-12-10,,Discovery,Inactive,2691680.66,
786,23,786,,2024-12-08,,Proposal,Open,2356112.53,
787,21,787,,2025-10-21,,Discovery,Inactive,875953.35,
788,5,788,,2024-03-14,,Discovery,Inactive,107484.20,
789,7,789,,2025-07-08,,Discovery,Inactive,1572967.14,
790,1,790,,2024-10-29,,Proposal,Open,52036.63,
791,7,791,,2024-11-07,,Proposal,Open,109318.10,
792,18,792,,2024-04-10,,Proposal,Open,151855.33,
793,24,793,,2025-10-08,,Discovery,Inactive,251818.03,
794,20,794,,2025-04-25,,Proposal,Open,193330.55,
795,6,795,,2025-04-19,,Proposal,Open,232806.41,
796,11,796,,2025-03-12,,Proposal,Open,122749.58,
797,19,797,,2025-05-20,,Proposal,Open,46491.80,
798,4,798,,2025-03-04,,Proposal,Open,69623.20,
799,1,799,121,2024-06-14,2024-08-06,Closed,Closed Won,37024.86,36007.81
800,15,800,,2025-09-12,,Discovery,Inactive,121782.62,
801,20,801,,2025-06-05,,Discovery,Inactive,305759.80,
802,8,802,122,2025-09-05,2025-10-15,Closed,Closed Won,51905.01,49520.50
803,19,803,123,2024-05-20,2024-07-10,Closed,Closed Won,240642.23,193000.66
804,7,804,,2024-09-17,,Discovery,Inactive,273390.26,
805,9,805,,2025-06-07,,Discovery,Inactive,24067.37,
806,21,806,124,2025-05-16,2025-06-04,Closed,Closed Won,46378.26,42328.52
807,13,807,125,2024-07-27,2024-09-29,Closed,Closed Won,1460303.29,1142651.57
808,8,808,126,2025-01-23,2025-03-22,Closed,Closed Won,924084.58,967800.89
809,6,809,127,2024-08-22,2024-09-09,Closed,Closed Won,281576.51,231953.57
810,5,810,,2024-01-01,,Proposal,Open,212613.03,
811,19,811,,2025-02-18,,Discovery,Inactive,131944.25,
812,16,812,,2024-05-09,,Discovery,Inactive,54388.85,
813,10,813,128,2024-04-28,2024-05-28,Closed,Closed Won,151706.54,152579.43
814,22,814,,2025-05-20,,Proposal,Open,535103.81,
815,22,815,,2025-11-29,,Discovery,Inactive,239059.47,
816,20,816,,2024-09-08,,Proposal,Open,100241.44,
817,4,817,,2024-05-31,,Discovery,Inactive,902379.20,
818,12,818,,2025-02-26,,Discovery,Inactive,121544.99,
819,8,819,,2024-06-15,,Discovery,Inactive,376670.32,
820,1,820,,2024-12-07,,Discovery,Inactive,58463.06,
821,13,821,129,2025-08-25,2025-09-21,Closed,Closed Won,132469.65,121147.91
822,16,822,,2024-04-20,,Proposal,Open,176008.98,
823,11,823,,2025-11-11,,Proposal,Open,67032.96,
824,15,824,,2024-06-01,,Discovery,Inactive,34582.35,
825,5,825,,2024-04-20,,Discovery,Inactive,79178.04,
826,11,826,,2025-12-05,,Proposal,Open,1222869.98,
827,13,827,,2024-07-15,,Proposal,Open,65069.76,
828,11,828,,2025-12-25,,Proposal,Open,440570.86,
829,8,829,,2025-06-09,,Discovery,Inactive,876150.21,
830,11,830,,2024-01-03,,Discovery,Inactive,71915.78,
831,2,831,,2025-04-10,,Discovery,Inactive,129609.38,
832,15,832,,2024-02-15,,Proposal,Open,498861.64,
833,10,833,,2025-10-29,,Discovery,Inactive,878930.10,
834,9,834,130,2025-02-08,2025-03-20,Closed,Closed Won,63731.77,61105.58
835,18,835,,2025-12-09,,Proposal,Open,1400033.37,
836,11,836,,2024-05-04,,Discovery,Inactive,213152.10,
837,12,837,,2024-06-29,,Proposal,Open,813043.85,
838,7,838,,2025-05-05,,Discovery,Inactive,391705.12,
839,13,839,,2025-03-18,,Proposal,Open,106978.35,
840,16,840,,2025-07-24,,Discovery,Inactive,250645.70,
841,2,841,,2024-02-07,,Proposal,Open,207938.72,
842,4,842,,2025-08-30,,Proposal,Open,312322.11,
843,5,843,131,2025-12-13,2026-01-31,Closed,Closed Won,1445270.10,1054199.09
844,4,844,,2024-09-27,,Discovery,Inactive,36346.48,
845,7,845,,2025-08-19,,Discovery,Inactive,36527.45,
846,18,846,,2025-07-08,,Discovery,Inactive,92732.77,
847,23,847,,2025-07-13,,Proposal,Open,914490.52,
848,19,848,,2024-01-05,,Proposal,Open,199146.68,
849,4,849,,2025-10-07,,Discovery,Inactive,268579.72,
850,6,850,,2025-11-29,,Discovery,Inactive,654710.02,
851,2,851,,2025-03-16,,Proposal,Open,272378.88,
852,23,852,132,2025-03-06,2025-04-24,Closed,Closed Won,96652.97,78246.46
853,15,853,133,2025-11-10,2026-01-04,Closed,Closed Won,688467.65,535006.72
854,9,854,,2024-06-30,,Proposal,Open,329617.77,
855,6,855,,2025-05-06,,Discovery,Inactive,784414.71,
856,5,856,,2024-04-22,,Proposal,Open,699034.79,
857,22,857,,2025-07-23,,Discovery,Inactive,309281.58,
858,21,858,,2025-05-23,,Discovery,Inactive,104772.48,
859,23,859,,2025-07-21,,Proposal,Open,846866.11,
860,20,860,,2025-08-01,,Proposal,Open,150985.13,
861,1,861,134,2025-12-07,2026-01-02,Closed,Closed Won,33445.45,26663.79
862,3,862,,2024-12-14,,Discovery,Inactive,125953.95,
